property_age,property_type,property_size_sqft,num_rooms,num_bathrooms,location_area,avg_market_price_per_sqft,requested_price,loan_to_value_ratio,approval_status
32,Villa,2333,1,2,Medchal,8745.36,20402914.91,80.49,0
41,Villa,4531,1,1,Tellapur,13149.41,59579968.53,64.81,0
26,Independent House,4351,6,3,Kapra,14206.87,61814077.31,79.63,1
29,Apartment,2331,3,4,Quthbullapur,7865.36,18334151.45,63.51,1
42,Villa,1126,6,1,Dilsukhnagar,10128.15,11404297.67,79.77,1
18,Independent House,1075,1,3,Sagar Road,5628.2,6050319.58,63.53,0
17,Villa,3220,4,4,Keesara,19457.68,62653713.91,53.94,1
18,Independent House,1494,5,1,Chintal,10912.79,16303713.4,66.19,0
28,Independent House,1957,3,2,Kondapur,14874.88,29110137.74,76.94,1
5,Independent House,3750,5,4,Nacharam,10632.59,39872206.41,79.52,0
18,Villa,4661,2,3,Sagar Road,4797.34,22360419.05,73.96,0
16,Villa,4463,6,2,Bibi Nagar,14794.57,66028154.15,62.4,1
19,Villa,4737,3,1,Isnapur,14127.18,66920440.03,86.11,0
26,Villa,1803,5,1,Sainikpuri,18156.34,32735874.76,65.75,1
10,Apartment,1260,3,5,Kondapur,9645.08,12152800.55,81.09,0
41,Villa,3347,6,2,Narsingi,12605.07,42189154.61,53.81,0
16,Apartment,4107,4,5,Hitech City,8686.21,35674254.57,59,1
31,Independent House,3808,2,2,Hitech City,3489.36,13287493.26,79.47,1
16,Villa,2247,3,1,Bhongir,11782.36,26474973.51,52.39,0
4,Independent House,1903,3,2,Vikarabad,17266.65,32858435.24,59.75,1
13,Villa,2455,5,4,Bachupally,9688.96,23786391.33,57.41,0
32,Apartment,1739,5,2,Ameerpet,9272.72,16125258.47,54.46,1
21,Apartment,1280,3,4,Moinabad,7794.9,9977473.84,59.79,1
11,Independent House,1986,1,5,Adibatla,16436.06,32642019.87,50.84,0
12,Villa,2697,3,1,Maheshwaram,16616.32,44814213.75,76.21,1
33,Independent House,1108,2,3,Shankarpally,14792.86,16390487.44,80.17,0
15,Apartment,857,5,5,Patancheru,17221.59,14758899.94,53.37,1
8,Independent House,3289,2,5,ECIL,9733.06,32012041.74,61.56,1
16,Apartment,4617,2,4,Vikarabad,4892.11,22586867.33,73.85,1
27,Independent House,1147,5,3,Shadnagar,7228.49,8291072.68,73.56,1
23,Apartment,2282,4,2,Rai Durg,16631.32,37952678.98,77.04,1
14,Villa,1636,5,5,Sagar Road,12064.26,19737129.84,69.37,1
30,Independent House,2055,3,2,Ibrahimpatnam,11855.78,24363628.02,50.3,0
26,Apartment,660,5,5,Ameerpet,11755.84,7758857,54.75,0
8,Villa,2774,3,5,Tarnaka,11667.31,32365121.88,73.31,1
26,Apartment,1294,1,2,Manoharabad,17495.19,22638779.16,89.7,0
35,Apartment,2772,5,3,Mallapur,4533.02,12565533.07,82.94,0
29,Apartment,1212,5,1,Banjara Hills,9671,11721249.39,88.99,0
4,Independent House,4232,4,5,Kothapet,11508.74,48704973.87,79.59,1
5,Independent House,4076,3,1,Rai Durg,14091.22,57435813,50.49,1
13,Independent House,1953,5,1,Isnapur,7527.78,14701749.71,58.74,1
26,Independent House,4493,3,1,Shamshabad,16235.71,72947032.26,86.03,0
22,Apartment,2671,1,1,Nacharam,10160.17,27137803.33,79.69,1
22,Independent House,2415,6,5,Yadagirigutta,3749.15,9054202.13,79.95,1
14,Villa,2522,4,2,Shabad,19137.08,48263703.33,51.76,1
41,Independent House,4630,4,4,Alwal,16579.11,76761285.75,73.27,1
10,Apartment,3484,1,3,Dilsukhnagar,6410.42,22333920.42,85.07,0
14,Independent House,3205,1,2,Jeedimetla,9128.41,29256547.15,77.4,0
13,Independent House,4521,2,3,Tellapur,10708.4,48412685.02,86.34,0
10,Independent House,2858,5,2,Kondapur,4484.83,12817654.28,71.88,1
39,Villa,2624,5,4,Rudraram,6470.35,16978191.66,77.72,1
48,Apartment,754,2,1,Yacharam,8287.76,6248968.12,51.28,1
8,Villa,1197,5,3,Choutuppal,16775.5,20080269.74,76.91,0
14,Villa,578,2,1,Yadagirigutta,15370.54,8884171.24,71.82,1
44,Independent House,1417,3,5,Jalpally,6951.45,9850202.67,87.14,0
47,Apartment,4039,6,1,Manikonda,12182.11,49203561.63,80.86,0
33,Apartment,2152,6,1,Nagaram,11720.59,25222699.71,79.46,1
39,Apartment,826,5,5,Shankarpally,6836.7,5647114.39,81.11,0
32,Apartment,2597,3,2,Kothapet,11250.8,29218327.08,83.19,0
3,Independent House,3034,3,1,Kandukur,9475.7,28749272.3,82.14,0
31,Independent House,3154,2,5,Yacharam,18772.02,59206966.7,86.74,0
38,Apartment,1320,2,2,Chintal,16875.97,22276274.17,89.12,0
26,Villa,1189,1,4,Narsingi,11248.93,13374973.08,55.56,1
49,Villa,4506,4,5,Beeramguda,13722.75,61834701.33,60.6,1
40,Villa,3436,3,2,Uppal,19119.67,65695201.76,79,1
36,Apartment,811,4,3,Manoharabad,11283.92,9151261.2,66.79,1
22,Apartment,2142,6,1,Thumkunta,16057.79,34395777.48,63.14,1
40,Apartment,4489,6,5,Medchal,9582.6,43016289.85,83.18,0
10,Apartment,848,2,5,Gundlapochampally,8618.84,7308778.76,74.84,1
28,Apartment,4709,1,2,Shamirpet,15177.29,71469879.76,66.83,1
39,Villa,2789,2,5,Bowrampet,3543.68,9883336.06,66.52,0
20,Independent House,4683,5,2,Sangareddy,9758.4,45698565.73,50.17,1
47,Independent House,1280,5,4,Ibrahimpatnam,14216.75,18197438.83,56.96,1
12,Apartment,1206,1,5,Gundlapochampally,16320.12,19682063.15,57.95,0
40,Apartment,4294,5,1,Kondapur,3148.83,13521092.5,73.16,1
20,Apartment,1037,2,2,Kandukur,5644.63,5853477.32,61.38,1
23,Independent House,4523,3,1,Narsingi,17895.24,80940150.45,86.24,0
48,Villa,3875,3,3,Madhapur,13189.36,51108757.74,69.63,1
4,Apartment,2474,6,3,Rampally,7383.34,18266372.86,76.78,0
38,Apartment,3745,6,2,Chintal,6107.98,22874386.04,68.88,0
34,Villa,4474,3,4,Begumpet,4718.54,21110736.77,76.24,1
48,Independent House,4085,5,2,Mehdipatnam,15097.23,61672192.66,75.92,0
1,Villa,1995,4,3,Malkajgiri,12378.76,24695621.65,54.84,0
1,Villa,2364,5,3,Chintal,3205.58,7578000.88,68.04,1
41,Villa,3498,2,1,Thimmapur,17560.43,61426387.02,61.2,1
21,Villa,3965,5,2,Hitech City,9894.37,39231161.56,60.17,1
44,Apartment,2353,1,1,Gundla Pochampally,13374,31469015.98,56.62,1
2,Apartment,857,3,3,Banjara Hills,3505.24,3003987.53,76.41,1
49,Villa,1039,6,4,Bowenpally,4199.41,4363186.33,52.44,1
45,Villa,761,5,3,ECIL,14050.41,10692359.96,63.26,1
39,Apartment,1366,5,5,Safilguda,11840.49,16174115.16,57.37,0
21,Villa,4169,5,3,Tukkuguda,9466.15,39464387.68,50.31,1
46,Apartment,3542,2,5,LB Nagar,11528.42,40833671.21,88.59,0
47,Apartment,2942,3,3,Madhapur,9191.87,27042492.25,55.79,0
19,Independent House,2005,2,5,Nacharam,11976.47,24012827.46,51.49,0
29,Independent House,3943,1,3,Shadnagar,11733.51,46265220.89,80.14,0
9,Villa,2753,4,4,Rampally,15251.07,41986190.17,57.33,1
21,Apartment,1429,1,1,Yacharam,18499.32,26435523.17,88.35,0
38,Villa,4841,6,1,Jalpally,14157.83,68538072.81,84.34,0
29,Independent House,820,2,5,Chengicherla,8906.27,7303142.32,58.72,1
36,Apartment,4149,1,3,Bibinagar,11399.65,47297158.87,76.49,1
44,Independent House,3171,6,5,Pragathi Nagar,12665.98,40163831.43,55.91,1
44,Apartment,669,4,5,Dilsukhnagar,15763.68,10545905.19,80.54,0
39,Villa,4094,2,3,Kukatpally,15512.02,63506228.7,89.82,0
18,Apartment,3988,5,2,Choutuppal,15488.4,61767743.22,70.41,0
37,Independent House,1769,4,4,Sainikpuri,15584.42,27568837.15,60.75,1
28,Villa,1520,3,4,Thimmapur,12251.6,18622434.14,57.86,1
39,Villa,2507,6,5,Keesara,6538.93,16393092.47,72.2,0
49,Apartment,1216,4,5,Thimmapur,9793.33,11908686.26,66.87,1
38,Villa,1932,4,1,Shamshabad,7415.3,14326360.64,70.87,0
38,Apartment,3572,5,5,Turkapally,12457.41,44497861.52,63.68,0
13,Apartment,2097,4,1,Abids,12712.16,26657406.35,64.03,1
31,Independent House,2858,4,2,Bolarum,19032.23,54394103.44,74.77,1
18,Independent House,2207,3,2,Kukatpally,14857.06,32789520.83,87.16,0
20,Apartment,2736,2,4,Thimmapur,7440.29,20356623.69,64.73,1
34,Villa,1113,5,5,Hitech City,11223.13,12491348.44,82.89,0
20,Independent House,4299,1,2,Sainikpuri,10240.85,44025411.05,86.22,0
46,Apartment,2213,2,5,Choutuppal,16979.14,37574836.92,50.17,1
25,Independent House,4478,5,1,Nanakramguda,11959.26,53553566.47,77.42,0
21,Independent House,3169,3,3,Pargi,5331.62,16895903.03,81.19,0
12,Apartment,3493,4,1,Somajiguda,13642.86,47654519.74,53.25,1
49,Villa,2956,3,1,Kompally,18813.17,55611737.4,82.48,0
19,Villa,3510,6,5,Thumkunta,18697.29,65627473.08,66.88,1
5,Apartment,2658,3,1,Shankarpally,4386.47,11659246.23,82.57,0
49,Villa,665,1,4,Koheda,6832.08,4543333.22,79.96,1
46,Apartment,3532,3,3,Nanakramguda,13418.64,47394642.06,81.94,0
11,Apartment,4640,4,5,Quthbullapur,4572.75,21217548.01,53.87,1
28,Independent House,2310,4,1,Cherlapally,18791.27,43407843.66,67.92,0
27,Apartment,1595,5,4,Gopanpally,4653.04,7421601.58,50.33,0
41,Villa,1293,5,1,Vikarabad,19906.89,25739610.77,84.77,0
8,Apartment,3805,6,1,Mallampet,10762.97,40953096.47,81.89,0
2,Villa,3540,6,3,Sangareddy,11960.81,42341255.53,76.65,0
13,Independent House,3206,1,5,Pragathi Nagar,12530.09,40171452.79,71.22,1
4,Villa,4475,6,1,Kukatpally,15679.11,70164033.81,55.92,1
30,Villa,3240,4,4,Ameerpet,4323.12,14006908.09,86.26,0
4,Independent House,661,3,2,Nagole,7317.26,4836709.45,87.54,0
2,Villa,3245,5,5,Cherlapally,10769.99,34948626.37,72.93,0
25,Apartment,4613,5,1,Ghatkesar,8771.82,40464385.31,85.9,0
8,Independent House,2948,4,2,Uppal,19075.53,56234658.64,81.4,0
47,Independent House,1642,5,5,Sangareddy,8899.43,14612867.62,81.65,0
20,Independent House,4228,6,4,Mehdipatnam,9120.1,38559795.84,71.5,1
9,Villa,852,2,2,Bibi Nagar,7597.27,6472878.07,78.61,1
5,Apartment,1330,4,2,Ameerpet,18866.31,25092198.4,84.45,0
11,Apartment,1206,1,1,Gopanpally,19838.43,23925142.32,82.94,0
46,Independent House,2060,2,3,Manikonda,17284.26,35605574.97,81.69,0
42,Independent House,4169,2,3,Choutuppal,9113.94,37996019.7,86.29,0
23,Independent House,772,2,5,Abids,12136.22,9369160.42,63.02,0
37,Apartment,4711,4,1,Beeramguda,15229.34,71745416.34,59,0
3,Independent House,1439,1,1,Koheda,16406.36,23608759.06,63.99,0
34,Apartment,533,6,5,Ghatkesar,9198.53,4902816.47,55.87,1
35,Apartment,2422,2,3,Mehdipatnam,14719.81,35651371.22,71.87,1
39,Apartment,4381,2,4,Quthbullapur,16884.1,73969230.29,57.42,1
41,Independent House,537,2,1,Shadnagar,11861.28,6369507.39,58.36,1
1,Independent House,2815,6,4,ECIL,16813.04,47328697.25,52.71,1
28,Villa,3485,2,3,Nawabpet,11202.88,39042035.91,56.32,0
15,Apartment,3151,4,3,Mallampet,14836,46748250.43,73.99,1
50,Apartment,3607,1,1,Kompally,3893.41,14043517.76,77.25,0
16,Villa,2352,2,3,Malkajgiri,11040.68,25967675.33,89.67,0
43,Independent House,3250,2,5,Cherlapally,10135.86,32941555.19,52.6,1
42,Villa,3273,4,1,Ghatkesar,19034.45,62299764.28,70.92,1
45,Apartment,1553,4,4,Ghatkesar,19773.04,30707537.7,68.9,1
10,Independent House,3431,2,4,Sainikpuri,12052.81,41353198.17,79.48,1
19,Villa,4724,5,5,Shamshabad,11464.45,54158065.41,72.73,1
37,Independent House,553,1,4,Chintal,12583.35,6958591.43,87.25,0
11,Independent House,3418,5,3,Rajendranagar,4161.42,14223743.84,69.5,0
25,Independent House,1752,4,2,Rampally,8449.7,14803880.92,52.83,0
25,Villa,3119,5,2,Kapra,12301.44,38368200.91,70.33,1
33,Independent House,2424,1,4,Jeedimetla,11214.45,27183828.69,84.58,0
6,Apartment,2331,4,3,Bolarum,11327.54,26404490.71,68.9,1
32,Independent House,581,6,1,Bolarum,5227.44,3037141.9,54.27,0
16,Independent House,963,2,2,Aushapur,17413.23,16768938.02,74.2,1
10,Villa,559,5,5,Yadagirigutta,13759.12,7691347.61,64.07,1
13,Independent House,4625,2,2,Financial District,18263.45,84468474.8,53.4,1
37,Villa,4500,3,3,Pargi,6845.51,30804802.21,52.01,1
16,Apartment,4798,4,1,Shabad,6408.36,30747333.91,70.02,1
5,Villa,3688,1,5,Kapra,13547.94,49964806.49,54.73,0
39,Independent House,1254,6,4,Somajiguda,4304.2,5397467.21,74.28,1
44,Apartment,3209,5,3,Nallagandla,7030.4,22560569.29,78.79,1
5,Independent House,2365,3,5,Dundigal,10898.34,25774578.53,66.63,0
6,Villa,4218,1,2,Maheshwaram,8015.41,33808988.72,86.8,0
49,Apartment,887,6,3,Rudraram,12712.23,11275747.39,76.42,1
37,Independent House,651,3,2,Malkajgiri,15548.23,10121894.7,56.9,1
48,Independent House,1627,6,2,Miyapur,9971.09,16222958.77,54.65,0
46,Villa,4893,3,2,Jeedimetla,10938.45,53521825.53,75.94,1
5,Apartment,4879,4,5,Vikarabad,3573.33,17434254.53,50.34,1
1,Apartment,1686,5,5,Ibrahimpatnam,14299.64,24109189.98,51.72,1
50,Apartment,4332,4,1,Bibinagar,8899.51,38552655.71,86.24,0
43,Villa,4346,1,1,Thumkunta,5941.62,25822281.37,82.69,0
2,Independent House,2780,6,4,Dilsukhnagar,16914.5,47022304.82,71.39,1
30,Independent House,2373,3,1,Manoharabad,7284.27,17285572.8,84.76,0
21,Independent House,4323,1,1,Manikonda,12823.21,55434740.18,72.2,1
5,Apartment,2726,1,5,Tolichowki,15501.59,42257346.58,67.69,0
50,Apartment,1612,3,5,Yadagirigutta,4330.66,6981026.24,88.61,0
9,Independent House,4439,2,2,LB Nagar,12868.69,57124109.66,55.2,1
44,Villa,3015,4,3,Jeedimetla,5240.24,15799321.11,68.34,1
45,Independent House,4065,5,4,Ibrahimpatnam,9627.74,39136748.58,89.69,0
11,Apartment,2337,5,4,Isnapur,3884.55,9078196.48,64.3,0
49,Villa,4845,3,2,Pargi,18511.94,89690364.91,56.63,1
41,Independent House,4312,2,5,Attapur,12003.46,51758932.67,58.24,1
31,Independent House,2251,1,5,Manoharabad,14514.01,32671035.63,79.22,1
19,Independent House,606,6,4,Sangareddy,12966.57,7857743.71,83.51,0
35,Independent House,2789,1,4,ECIL,9314.13,25977111.22,77.93,1
24,Independent House,1656,4,4,Nagole,15466.47,25612475.13,61.26,0
11,Apartment,1773,4,2,Kompally,16758.08,29712072.95,59.32,1
40,Independent House,3654,2,5,Rampally,8255.5,30165596.99,66.53,1
1,Independent House,722,1,4,Kollur,15239.55,11002958.06,80.13,0
3,Apartment,2099,4,3,Mallampet,5081.19,10665415.58,76.32,1
42,Villa,2072,6,2,Alwal,18082.68,37467319.52,78.27,0
16,Apartment,1591,5,5,Adibatla,8719.62,13872910.23,74.48,1
36,Villa,1039,1,3,Kollur,10978.56,11406723.6,71.15,0
4,Villa,1853,5,4,Tolichowki,16656.38,30864277.43,63.51,0
5,Villa,3069,4,2,Kothur,10907.29,33474473.33,76.96,1
24,Apartment,921,1,5,Quthbullapur,9529.76,8776908.99,78.37,1
33,Independent House,1295,4,5,Banjara Hills,19061.21,24684269.43,69.66,0
10,Apartment,3897,5,1,Beeramguda,7564.94,29480574.21,66.69,0
39,Independent House,2815,4,4,Financial District,15884.25,44714167,87.05,0
50,Independent House,1229,6,1,Banjara Hills,13395.3,16462821.4,63.74,1
30,Apartment,2840,4,5,Rudraram,4732.96,13441596.11,60.18,0
15,Villa,1696,6,4,Choutuppal,4069.25,6901455.25,83.31,0
17,Independent House,2766,6,2,Tellapur,10789.55,29843888.19,65.44,0
16,Independent House,1701,6,1,Uppal,6656.83,11323267.42,88.99,0
4,Independent House,3908,3,4,Alwal,15342.16,59957158.41,83.34,0
10,Apartment,523,3,4,Alwal,4237.79,2216362.01,79.58,1
32,Villa,3929,4,2,Shamshabad,6255.78,24578961.76,61.39,0
26,Apartment,3523,4,1,Beeramguda,14703.99,51802162.53,72.83,1
26,Villa,654,5,5,Banjara Hills,18067.51,11816152.07,59.37,1
33,Villa,2150,2,3,Moinabad,6567.19,14119456.41,68.96,1
38,Independent House,3434,3,1,Gundla Pochampally,15582.15,53509094.85,76.67,1
44,Independent House,1655,3,5,Kandukur,16381.46,27111311.77,72.66,0
19,Villa,2853,2,1,Quthbullapur,16973.27,48424734.67,83.77,0
24,Independent House,2670,2,1,Nawabpet,3468.27,9260290.11,53.58,1
7,Independent House,1690,6,4,Dundigal,5194.05,8777951.9,67.59,1
25,Independent House,1069,4,5,Ibrahimpatnam,9876.89,10558400.58,64.1,1
50,Independent House,1940,6,3,Shankarpally,14150.45,27451868.76,63.39,1
27,Apartment,3334,4,4,Maheshwaram,10648.77,35503005.2,79.57,1
34,Apartment,4207,3,1,Somajiguda,17398.48,73195406.02,67.36,0
18,Independent House,2095,1,4,Kondapur,16074.29,33675646.92,72.22,1
41,Villa,1434,4,4,Nawabpet,19949.12,28607040.9,85.84,0
6,Independent House,2636,3,1,Dundigal,4932.4,13001794.91,75.91,1
13,Apartment,557,3,4,Tolichowki,17462.2,9726444.92,80.13,0
5,Villa,889,5,4,Nagaram,16469.68,14641549.28,70.09,0
41,Villa,4436,2,3,Ameerpet,15624.84,69311806.79,73.02,1
20,Independent House,2998,5,2,Nacharam,15331.1,45962636.68,82.16,0
23,Independent House,2581,2,1,Mallampet,4153.77,10720885.04,75.57,1
39,Apartment,4039,6,1,Ghatkesar,5737.76,23174796.73,81.57,0
25,Apartment,3507,6,5,Ghatkesar,18071.63,63377211.23,66.5,1
16,Independent House,3914,6,2,Bowrampet,14951.35,58519571.14,67.43,0
26,Apartment,3682,5,3,Bibinagar,14242.22,52439860.58,77.11,0
21,Villa,1818,5,3,Shamshabad,18559.19,33740611.17,75.45,1
41,Independent House,1063,4,1,Chandanagar,6493.76,6902865.63,65.17,1
3,Villa,2404,5,1,LB Nagar,14047.27,33769630.51,64.49,1
43,Apartment,1559,4,1,Uppal,12727.27,19841819.55,73.68,1
17,Apartment,4655,1,3,Aushapur,17040.45,79323276.1,73.08,1
7,Villa,818,3,4,Bolarum,17587.84,14386852.72,64.67,1
16,Independent House,2224,2,4,Thumkunta,11685.51,25988578.22,69.12,0
40,Apartment,3906,3,3,ECIL,7573.75,29583049.19,74.79,1
11,Villa,4099,4,3,Manoharabad,19460.3,79767787.65,61.67,1
22,Apartment,2429,2,3,Malkajgiri,12919.41,31381241.35,58.42,0
19,Apartment,1006,2,2,Kollur,4713.12,4741396.15,82.8,0
17,Independent House,820,2,4,Kandukur,19996.72,16397309.45,65.72,1
44,Villa,2932,4,3,Mallampet,3986.03,11687053.61,55.9,1
14,Apartment,1087,6,4,Moinabad,5370.12,5837318.69,52.65,0
10,Apartment,1781,1,4,Manikonda,17871.49,31829130.2,73.56,0
48,Independent House,3004,3,1,Tellapur,10677.3,32074604.05,78.15,1
9,Villa,2906,2,3,Jalpally,9099.1,26441982.92,67.04,1
23,Independent House,4605,3,1,Nallagandla,15313.76,70519885.79,72.52,1
23,Apartment,943,3,2,ECIL,5470.96,5159119.1,64.49,1
39,Independent House,3310,4,3,Safilguda,13470.54,44587488.36,87.25,0
46,Independent House,3513,3,2,Banjara Hills,11983.25,42097150.8,77.86,0
16,Villa,1823,6,2,Ameerpet,11904.18,21701319.31,89.15,0
42,Apartment,4220,5,1,Jubilee Hills,4129.98,17428520.27,88.45,0
43,Villa,3816,5,5,Attapur,8637.29,32959900.95,57.74,0
21,Independent House,4736,5,1,Kollur,4435.06,21004431.21,84.14,0
1,Independent House,1720,4,1,Bowenpally,18338.87,31542862.85,84.2,0
43,Apartment,2680,4,3,Bowrampet,6800.23,18224624.24,80.69,0
36,Apartment,1949,1,5,Bibinagar,9168.85,17870098.02,79.13,1
33,Villa,4434,4,3,Begumpet,6528.12,28945668.56,74.52,1
18,Apartment,2132,4,2,Safilguda,7332.05,15631933.92,50.94,1
34,Apartment,1235,2,5,Abids,5566.59,6874744.5,81.58,0
33,Independent House,3438,3,1,Tellapur,7432.67,25553513.79,74.71,1
13,Independent House,3118,1,3,Moinabad,13463.64,41979623.17,59.93,1
46,Villa,2666,3,4,Kukatpally,6286.13,16758809.34,79.77,1
41,Independent House,3557,2,3,Safilguda,15165.55,53943846.18,74.1,1
5,Apartment,1441,5,5,Shankarpally,8558.43,12332699.2,61.2,0
42,Independent House,3443,5,5,Kothur,9718.88,33462114.37,77.86,1
24,Villa,4386,5,3,Pargi,9977.62,43761845.57,69.47,1
1,Independent House,4264,6,3,Bachupally,15398.75,65660267.26,63.55,1
48,Villa,1388,4,1,Tolichowki,18131.83,25166986.58,61.77,1
5,Villa,3263,3,2,Turkapally,9154.49,29871089.1,60,1
26,Villa,619,5,4,Safilguda,6943.01,4297720.52,64.87,1
15,Villa,1876,3,3,Secunderabad,18060.41,33881332.94,77.95,0
25,Independent House,632,4,2,Uppal,19138.89,12095776.71,81.89,0
17,Independent House,4682,6,1,Cherlapally,14008.12,65586019.09,78.82,1
22,Apartment,1635,2,5,Alwal,10110.41,16530522.61,75.33,1
42,Independent House,3340,1,4,Mallampet,4451.6,14868341.25,55.48,1
28,Villa,2692,2,3,Tarnaka,5141.02,13839635.64,85.99,0
36,Apartment,3344,5,5,Bhongir,19766.69,66099817.19,61.26,1
28,Villa,3099,4,4,Maheshwaram,10238.62,31729485.33,75.07,1
47,Independent House,2072,4,1,Madhapur,9921.7,20557758.87,85.88,0
14,Apartment,3223,1,5,Koheda,4112.05,13253141.79,90,0
41,Independent House,3286,6,5,Choutuppal,11629.04,38213041.67,56.65,1
15,Villa,1342,5,4,Ghatkesar,7722.86,10364082.01,68.45,1
18,Villa,1958,5,2,Kapra,9551.73,18702286.77,75.54,1
3,Apartment,1053,4,5,Abids,19434.15,20464154.88,60.22,0
10,Villa,3262,5,3,Koheda,5919.07,19308004.15,66.86,1
2,Apartment,1167,5,1,Pocharam,5866.01,6845636.99,65.42,1
48,Apartment,1436,4,3,Sagar Road,14840.73,21311285.64,62.06,1
10,Villa,4355,2,5,Maheshwaram,7494.56,32638790.93,80.57,0
47,Villa,2128,4,4,Bachupally,3695.36,7863728.67,63.57,0
22,Independent House,1727,4,3,Choutuppal,5327.29,9200233.73,89.76,0
8,Apartment,4104,3,4,ECIL,7686,31543324.24,76.05,0
37,Independent House,972,6,2,Rajendranagar,15131.32,14707640.83,56.02,0
36,Villa,2055,3,3,Attapur,12831.49,26368721.73,51.93,0
37,Apartment,3342,2,4,Bibi Nagar,6934.66,23175643.11,71.39,1
44,Villa,2424,2,1,Rudraram,8732.31,21167121.53,78.01,1
22,Apartment,2949,3,5,Beeramguda,7989.5,23561028.59,61.76,1
8,Apartment,4075,5,4,Madhapur,6199.12,25261429.36,85.72,0
3,Apartment,3833,5,4,Tolichowki,16279.09,62397738.56,76.24,1
19,Apartment,2640,4,4,Gundla Pochampally,13988.27,36929039.88,85.91,0
9,Independent House,4704,5,2,Madhapur,19283.98,90711848.15,65.84,1
7,Apartment,3504,2,1,Tukkuguda,4431.78,15528959.07,50.96,0
31,Independent House,4177,3,1,Chandanagar,4396.61,18364625.46,74.81,0
35,Apartment,1884,3,4,Pragathi Nagar,19233.95,36236770.05,89.41,0
40,Independent House,3519,3,2,Sagar Road,3338.84,11749389.13,70.75,1
28,Independent House,4884,6,4,Vikarabad,17426.21,85109633.98,67.83,1
38,Apartment,2295,1,4,Madhapur,13740.69,31534873.03,59.97,0
20,Independent House,2079,4,4,Shabad,13641.84,28361375.77,74.67,0
35,Apartment,853,3,4,Bowrampet,10843.01,9249091.09,85.75,0
49,Villa,4513,4,5,Himayatnagar,13372.88,60351802.76,83.19,0
44,Villa,4468,2,5,ECIL,11285.11,50421879.17,58.4,1
39,Villa,2117,2,3,Banjara Hills,13659.89,28917985.74,73.21,1
30,Independent House,2374,4,2,Aushapur,16133.09,38299955.95,88.81,0
5,Villa,4483,6,4,Rajendranagar,17237.81,77277111.07,75.03,0
9,Villa,3650,5,5,Kothapet,8725.66,31848675.4,55.64,1
43,Apartment,3186,2,4,Kukatpally,18856.05,60075367.09,56.39,0
33,Villa,4630,3,1,Yacharam,11649.15,53935575.88,89.43,0
7,Villa,1605,4,4,Chengicherla,6268.48,10060905.82,52.67,1
4,Independent House,2100,4,2,Choutuppal,4519.93,9491846.98,57.37,1
3,Villa,1905,4,3,Kondapur,8667.4,16511392.55,82.62,0
28,Independent House,2499,1,5,Gopanpally,3556.62,8887993.17,88.24,0
11,Independent House,4802,4,5,Rajendranagar,6048.81,29046375.88,86.7,0
5,Independent House,4986,6,3,ECIL,9247.37,46107390.26,54.34,1
17,Villa,4560,1,1,Attapur,15973.02,72836973.64,61.22,1
22,Apartment,3163,5,2,Dilsukhnagar,11614.37,36736255.9,63.62,1
34,Apartment,3662,1,4,Shabad,10495.09,38433021.95,61.15,1
34,Villa,4422,5,3,Sagar Road,17041.71,75358457.02,64.07,1
35,Apartment,1167,1,3,Keesara,14494.41,16914980.13,50.88,1
36,Apartment,563,5,3,Uppal,16943.4,9539136.05,69.93,1
43,Villa,822,4,2,Gundla Pochampally,10801.41,8878758,74.62,1
11,Apartment,4568,5,1,Banjara Hills,12501.98,57109058.07,55.36,0
50,Villa,3247,4,1,Quthbullapur,13501.49,43839349.96,78.37,1
49,Villa,4247,4,1,Attapur,13882.82,58960331.66,72.86,0
31,Independent House,2004,6,4,Ghatkesar,14568.32,29194912.89,59.06,1
42,Villa,3700,4,2,Bowrampet,11540.46,42699694.78,68.31,1
5,Apartment,1392,5,1,Tarnaka,3622.13,5042001.08,79.42,1
40,Independent House,4697,1,2,Maheshwaram,10399.33,48845643.01,59.77,0
40,Independent House,1397,2,5,Somajiguda,10671.73,14908403.91,68.22,1
25,Apartment,3273,5,2,Beeramguda,16542.5,54143608.19,72,0
6,Villa,4183,5,1,Hitech City,18824.01,78740852.65,87.7,0
50,Apartment,4188,3,5,Chandanagar,8818.15,36930392.16,52.58,1
2,Apartment,2733,6,3,Chengicherla,9549.12,26097736.27,56.75,1
4,Independent House,1197,6,2,Nagole,18881.84,22601563.56,51.14,0
23,Villa,4480,4,2,Maheshwaram,19590.71,87766369.83,75.23,0
24,Apartment,3421,6,5,Bolarum,3574.33,12227787.3,56.73,1
6,Apartment,732,2,4,Maheshwaram,9474.48,6935317.35,61.28,1
27,Apartment,2022,2,2,Rajendranagar,17405.04,35192998.65,65.87,0
39,Apartment,570,2,4,Dilsukhnagar,12498.09,7123912.14,67.52,1
46,Villa,1623,3,3,Dilsukhnagar,17302.58,28082093.21,75.37,0
11,Villa,3855,3,3,Yadagirigutta,10155.6,39149838.29,65.62,0
48,Villa,2490,5,5,Kukatpally,18069.3,44992568.48,67.48,1
48,Apartment,4431,5,3,Sagar Road,18960.14,84012401.41,67.87,0
21,Apartment,1147,3,4,Bowenpally,8084.39,9272791.45,88.85,0
18,Independent House,2362,2,5,Bachupally,4379.89,10345307.97,55.24,1
20,Apartment,4819,6,2,Begumpet,4232.09,20394425.33,88.76,0
